"BC7" "Father" "Balancer" "Effect" "QTL" "UAS_Chromosome" "Setup_Date" "Treatment" "Embryo" "Males" "Females" "Formatted_Date" "Toss_Date" "Day30" "Rep"
"3652" 2626850 "51713" "No" "Trpm_KD" "C" "Chr2" "2022-06-14" "10mM" 50 0 0 "2022-06-24" "2022-07-10" "2022-07-14" "R2"
"3653" 2626850 "51713" "No" "Trpm_KD" "C" "Chr2" "2022-06-14" "10mM" 50 0 0 "2022-06-25" "2022-07-10" "2022-07-14" "R2"
"3654" 2626850 "51713" "No" "Trpm_KD" "C" "Chr2" "2022-06-14" "10mM" 50 0 0 "2022-06-26" "2022-07-10" "2022-07-14" "R2"
"3655" 2626850 "51713" "No" "Trpm_KD" "C" "Chr2" "2022-06-14" "10mM" 50 0 2 "2022-06-27" "2022-07-10" "2022-07-14" "R2"
"3656" 2626850 "51713" "No" "Trpm_KD" "C" "Chr2" "2022-06-14" "10mM" 50 2 2 "2022-06-28" "2022-07-10" "2022-07-14" "R2"
"3657" 2626850 "51713" "No" "Trpm_KD" "C" "Chr2" "2022-06-14" "10mM" 50 0 0 "2022-06-29" "2022-07-10" "2022-07-14" "R2"
"3658" 2626850 "51713" "No" "Trpm_KD" "C" "Chr2" "2022-06-14" "10mM" 50 0 1 "2022-07-02" "2022-07-10" "2022-07-14" "R2"
"3659" 2626855 "41709" "No" "Hsp22_KD" "D" "Chr2" "2022-06-14" "10mM" 35 0 0 "2022-06-23" "2022-07-06" "2022-07-14" "R2"
"3660" 2626855 "41709" "No" "Hsp22_KD" "D" "Chr2" "2022-06-14" "10mM" 35 0 0 "2022-06-24" "2022-07-06" "2022-07-14" "R2"
"3661" 2626855 "41709" "No" "Hsp22_KD" "D" "Chr2" "2022-06-14" "10mM" 35 0 0 "2022-06-25" "2022-07-06" "2022-07-14" "R2"
"3662" 2626855 "41709" "No" "Hsp22_KD" "D" "Chr2" "2022-06-14" "10mM" 35 4 2 "2022-06-26" "2022-07-06" "2022-07-14" "R2"
"3663" 2626855 "41709" "No" "Hsp22_KD" "D" "Chr2" "2022-06-14" "10mM" 35 2 1 "2022-06-27" "2022-07-06" "2022-07-14" "R2"
"3664" 2626855 "41709" "No" "Hsp22_KD" "D" "Chr2" "2022-06-14" "10mM" 35 1 0 "2022-06-28" "2022-07-06" "2022-07-14" "R2"
"3665" 2626855 "41709" "No" "Hsp22_KD" "D" "Chr2" "2022-06-14" "10mM" 35 0 0 "2022-06-29" "2022-07-06" "2022-07-14" "R2"
"3666" 2626860 "33381" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 27 0 0 "2022-06-23" "2022-07-04" "2022-07-14" "R2"
"3667" 2626860 "33381" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 27 0 0 "2022-06-24" "2022-07-04" "2022-07-14" "R2"
"3668" 2626860 "33381" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 27 4 7 "2022-06-25" "2022-07-04" "2022-07-14" "R2"
"3669" 2626860 "33381" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 27 1 1 "2022-06-26" "2022-07-04" "2022-07-14" "R2"
"3670" 2626860 "33381" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 27 2 0 "2022-06-27" "2022-07-04" "2022-07-14" "R2"
"3671" 2626860 "33381" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 27 0 0 "2022-06-28" "2022-07-04" "2022-07-14" "R2"
"3672" 2626860 "33381" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 27 0 0 "2022-06-29" "2022-07-04" "2022-07-14" "R2"
"3673" 2626865 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-23" "2022-07-04" "2022-07-14" "R2"
"3674" 2626865 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 50 0 1 "2022-06-24" "2022-07-04" "2022-07-14" "R2"
"3675" 2626865 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 50 7 1 "2022-06-25" "2022-07-04" "2022-07-14" "R2"
"3676" 2626865 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 50 2 2 "2022-06-26" "2022-07-04" "2022-07-14" "R2"
"3677" 2626865 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-27" "2022-07-04" "2022-07-14" "R2"
"3678" 2626865 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-28" "2022-07-04" "2022-07-14" "R2"
"3679" 2626865 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-29" "2022-07-04" "2022-07-14" "R2"
"3680" 2626677 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "H2O" 50 0 2 "2022-06-23" "2022-07-02" "2022-07-14" "R2"
"3681" 2626677 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "H2O" 50 6 12 "2022-06-24" "2022-07-02" "2022-07-14" "R2"
"3682" 2626677 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "H2O" 50 7 0 "2022-06-25" "2022-07-02" "2022-07-14" "R2"
"3683" 2626677 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-26" "2022-07-02" "2022-07-14" "R2"
"3684" 2626677 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-27" "2022-07-02" "2022-07-14" "R2"
"3685" 2626677 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "H2O" 50 1 0 "2022-06-28" "2022-07-02" "2022-07-14" "R2"
"3686" 2626677 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-29" "2022-07-02" "2022-07-14" "R2"
"3687" 2626870 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3688" 2626870 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3689" 2626870 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3690" 2626870 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3691" 2626870 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3692" 2626870 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3693" 2626870 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "10mM" 50 1 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3694" 2626870 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "10mM" 50 1 0 "2022-06-30" "2022-07-14" "2022-07-14" "R2"
"3695" 2626698 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-23" "2022-07-08" "2022-07-14" "R2"
"3696" 2626698 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-24" "2022-07-08" "2022-07-14" "R2"
"3697" 2626698 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-25" "2022-07-08" "2022-07-14" "R2"
"3698" 2626698 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "H2O" 50 0 2 "2022-06-26" "2022-07-08" "2022-07-14" "R2"
"3699" 2626698 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "H2O" 50 5 3 "2022-06-27" "2022-07-08" "2022-07-14" "R2"
"3700" 2626698 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "H2O" 50 8 0 "2022-06-28" "2022-07-08" "2022-07-14" "R2"
"3701" 2626698 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "H2O" 50 1 0 "2022-06-29" "2022-07-08" "2022-07-14" "R2"
"3702" 2626698 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-06-14" "H2O" 50 1 0 "2022-06-30" "2022-07-08" "2022-07-14" "R2"
"3703" 2626880 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-06-14" "10mM" 23 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3704" 2626880 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-06-14" "10mM" 23 0 0 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3705" 2626880 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-06-14" "10mM" 23 0 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3706" 2626880 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-06-14" "10mM" 23 0 0 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3707" 2626880 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-06-14" "10mM" 23 0 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3708" 2626880 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-06-14" "10mM" 23 0 0 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3709" 2626880 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-06-14" "10mM" 23 0 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3710" 2626875 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-06-14" "10mM" 49 0 2 "2022-06-23" "2022-07-02" "2022-07-14" "R2"
"3711" 2626875 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-06-14" "10mM" 49 2 6 "2022-06-24" "2022-07-02" "2022-07-14" "R2"
"3712" 2626875 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-06-14" "10mM" 49 3 2 "2022-06-25" "2022-07-02" "2022-07-14" "R2"
"3713" 2626875 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-06-14" "10mM" 49 1 2 "2022-06-26" "2022-07-02" "2022-07-14" "R2"
"3714" 2626875 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-06-14" "10mM" 49 0 0 "2022-06-27" "2022-07-02" "2022-07-14" "R2"
"3715" 2626875 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-06-14" "10mM" 49 0 0 "2022-06-28" "2022-07-02" "2022-07-14" "R2"
"3716" 2626875 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-06-14" "10mM" 49 0 0 "2022-06-29" "2022-07-02" "2022-07-14" "R2"
"3717" 2626875 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-06-14" "10mM" 49 1 0 "2022-06-30" "2022-07-02" "2022-07-14" "R2"
"3718" 2626885 "40948" "No" "RanBP3_KD" "F" "Chr2" "2022-06-14" "10mM" 29 0 0 "2022-06-23" "2022-07-08" "2022-07-14" "R2"
"3719" 2626885 "40948" "No" "RanBP3_KD" "F" "Chr2" "2022-06-14" "10mM" 29 0 0 "2022-06-24" "2022-07-08" "2022-07-14" "R2"
"3720" 2626885 "40948" "No" "RanBP3_KD" "F" "Chr2" "2022-06-14" "10mM" 29 0 1 "2022-06-25" "2022-07-08" "2022-07-14" "R2"
"3721" 2626885 "40948" "No" "RanBP3_KD" "F" "Chr2" "2022-06-14" "10mM" 29 2 0 "2022-06-26" "2022-07-08" "2022-07-14" "R2"
"3722" 2626885 "40948" "No" "RanBP3_KD" "F" "Chr2" "2022-06-14" "10mM" 29 4 1 "2022-06-27" "2022-07-08" "2022-07-14" "R2"
"3723" 2626885 "40948" "No" "RanBP3_KD" "F" "Chr2" "2022-06-14" "10mM" 29 2 0 "2022-06-28" "2022-07-08" "2022-07-14" "R2"
"3724" 2626885 "40948" "No" "RanBP3_KD" "F" "Chr2" "2022-06-14" "10mM" 29 0 0 "2022-06-29" "2022-07-08" "2022-07-14" "R2"
"3725" 2626890 "28562" "No" "Nup98-96_KD" "F" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-23" "2022-07-08" "2022-07-14" "R2"
"3726" 2626890 "28562" "No" "Nup98-96_KD" "F" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-24" "2022-07-08" "2022-07-14" "R2"
"3727" 2626890 "28562" "No" "Nup98-96_KD" "F" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-25" "2022-07-08" "2022-07-14" "R2"
"3728" 2626890 "28562" "No" "Nup98-96_KD" "F" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-26" "2022-07-08" "2022-07-14" "R2"
"3729" 2626890 "28562" "No" "Nup98-96_KD" "F" "Chr3" "2022-06-14" "10mM" 50 1 1 "2022-06-27" "2022-07-08" "2022-07-14" "R2"
"3730" 2626890 "28562" "No" "Nup98-96_KD" "F" "Chr3" "2022-06-14" "10mM" 50 1 1 "2022-06-28" "2022-07-08" "2022-07-14" "R2"
"3731" 2626890 "28562" "No" "Nup98-96_KD" "F" "Chr3" "2022-06-14" "10mM" 50 2 2 "2022-06-29" "2022-07-08" "2022-07-14" "R2"
"3732" 2626890 "28562" "No" "Nup98-96_KD" "F" "Chr3" "2022-06-14" "10mM" 50 0 1 "2022-06-30" "2022-07-08" "2022-07-14" "R2"
"3733" 2626895 "44067" "No" "Fer2LCH_KD" "G" "Chr2" "2022-06-14" "10mM" 28 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3734" 2626895 "44067" "No" "Fer2LCH_KD" "G" "Chr2" "2022-06-14" "10mM" 28 0 0 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3735" 2626895 "44067" "No" "Fer2LCH_KD" "G" "Chr2" "2022-06-14" "10mM" 28 0 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3736" 2626895 "44067" "No" "Fer2LCH_KD" "G" "Chr2" "2022-06-14" "10mM" 28 0 0 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3737" 2626895 "44067" "No" "Fer2LCH_KD" "G" "Chr2" "2022-06-14" "10mM" 28 0 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3738" 2626895 "44067" "No" "Fer2LCH_KD" "G" "Chr2" "2022-06-14" "10mM" 28 0 0 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3739" 2626895 "44067" "No" "Fer2LCH_KD" "G" "Chr2" "2022-06-14" "10mM" 28 0 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3740" 2626900 "38999" "No" "dj-1B_KD" "G" "Chr3" "2022-06-14" "10mM" 31 0 0 "2022-06-23" "2022-07-04" "2022-07-14" "R2"
"3741" 2626900 "38999" "No" "dj-1B_KD" "G" "Chr3" "2022-06-14" "10mM" 31 0 0 "2022-06-24" "2022-07-04" "2022-07-14" "R2"
"3742" 2626900 "38999" "No" "dj-1B_KD" "G" "Chr3" "2022-06-14" "10mM" 31 5 2 "2022-06-25" "2022-07-04" "2022-07-14" "R2"
"3743" 2626900 "38999" "No" "dj-1B_KD" "G" "Chr3" "2022-06-14" "10mM" 31 0 0 "2022-06-26" "2022-07-04" "2022-07-14" "R2"
"3744" 2626900 "38999" "No" "dj-1B_KD" "G" "Chr3" "2022-06-14" "10mM" 31 0 0 "2022-06-27" "2022-07-04" "2022-07-14" "R2"
"3745" 2626900 "38999" "No" "dj-1B_KD" "G" "Chr3" "2022-06-14" "10mM" 31 0 0 "2022-06-28" "2022-07-04" "2022-07-14" "R2"
"3746" 2626900 "38999" "No" "dj-1B_KD" "G" "Chr3" "2022-06-14" "10mM" 31 0 0 "2022-06-29" "2022-07-04" "2022-07-14" "R2"
"3747" 2626804 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "10mM" 50 0 2 "2022-06-23" "2022-07-02" "2022-07-14" "R2"
"3748" 2626804 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "10mM" 50 1 3 "2022-06-24" "2022-07-02" "2022-07-14" "R2"
"3749" 2626804 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "10mM" 50 5 3 "2022-06-25" "2022-07-02" "2022-07-14" "R2"
"3750" 2626804 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-26" "2022-07-02" "2022-07-14" "R2"
"3751" 2626804 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "10mM" 50 0 1 "2022-06-27" "2022-07-02" "2022-07-14" "R2"
"3752" 2626804 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-28" "2022-07-02" "2022-07-14" "R2"
"3753" 2626804 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "10mM" 50 0 0 "2022-06-29" "2022-07-02" "2022-07-14" "R2"
"3754" 2626804 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "10mM" 50 0 1 "2022-06-30" "2022-07-02" "2022-07-14" "R2"
"3755" 2626693 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "H2O" 50 0 4 "2022-06-23" "2022-07-02" "2022-07-14" "R2"
"3756" 2626693 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "H2O" 50 9 4 "2022-06-24" "2022-07-02" "2022-07-14" "R2"
"3757" 2626693 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "H2O" 50 1 1 "2022-06-25" "2022-07-02" "2022-07-14" "R2"
"3758" 2626693 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "H2O" 50 0 1 "2022-06-26" "2022-07-02" "2022-07-14" "R2"
"3759" 2626693 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-27" "2022-07-02" "2022-07-14" "R2"
"3760" 2626693 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-28" "2022-07-02" "2022-07-14" "R2"
"3761" 2626693 "26003" "No" "pHCl-2_KD" "G" "Chr3" "2022-06-14" "H2O" 50 0 0 "2022-06-29" "2022-07-02" "2022-07-14" "R2"
"3762" 2626809 "67275" "No" "Ndc1_KD" "F" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3763" 2626809 "67275" "No" "Ndc1_KD" "F" "Chr2" "2022-06-14" "10mM" 32 0 1 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3764" 2626809 "67275" "No" "Ndc1_KD" "F" "Chr2" "2022-06-14" "10mM" 32 2 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3765" 2626809 "67275" "No" "Ndc1_KD" "F" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3766" 2626809 "67275" "No" "Ndc1_KD" "F" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3767" 2626809 "67275" "No" "Ndc1_KD" "F" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3768" 2626809 "67275" "No" "Ndc1_KD" "F" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3769" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3770" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3771" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3772" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3773" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3774" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 0 1 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3775" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 0 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3776" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 1 1 "2022-06-30" "2022-07-14" "2022-07-14" "R2"
"3777" 2626814 "62177" "No" "Ndae1_KD" "B" "Chr2" "2022-06-14" "10mM" 32 0 2 "2022-07-01" "2022-07-14" "2022-07-14" "R2"
"3778" 2626829 "67843" "Cyo" "GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3779" 2626829 "67843" "Cyo" "GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3780" 2626829 "67843" "Cyo" "GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3781" 2626829 "67843" "Cyo" "GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 1 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3782" 2626829 "67843" "Cyo" "GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3783" 2626829 "67843" "Cyo" "GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3784" 2626829 "67843" "Cyo" "GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3785" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3786" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3787" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3788" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 1 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3789" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 1 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3790" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3791" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 0 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3792" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 1 0 "2022-06-30" "2022-07-14" "2022-07-14" "R2"
"3793" 2634646 "67843" "Cyo" "Control_GluRIB_KD" "D" "Chr2" "2022-06-14" "10mM" 25 1 0 "2022-07-01" "2022-07-14" "2022-07-14" "R2"
"3794" 2634651 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3795" 2634651 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3796" 2634651 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3797" 2634651 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3798" 2634651 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3799" 2634651 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3800" 2634651 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3801" 2626896 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-23" "2022-07-14" "2022-07-14" "R2"
"3802" 2626896 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-24" "2022-07-14" "2022-07-14" "R2"
"3803" 2626896 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-25" "2022-07-14" "2022-07-14" "R2"
"3804" 2626896 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-26" "2022-07-14" "2022-07-14" "R2"
"3805" 2626896 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-27" "2022-07-14" "2022-07-14" "R2"
"3806" 2626896 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-28" "2022-07-14" "2022-07-14" "R2"
"3807" 2626896 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-06-14" "10mM" 12.5 0 0 "2022-06-29" "2022-07-14" "2022-07-14" "R2"
"3808" 2634682 "35786" "No" "GFP" "Control" "Chr3" "2022-06-15" "10mM" 50 0 0 "2022-06-23" "2022-07-09" "2022-07-15" "R2"
"3809" 2634682 "35786" "No" "GFP" "Control" "Chr3" "2022-06-15" "10mM" 50 0 0 "2022-06-24" "2022-07-09" "2022-07-15" "R2"
"3810" 2634682 "35786" "No" "GFP" "Control" "Chr3" "2022-06-15" "10mM" 50 0 0 "2022-06-25" "2022-07-09" "2022-07-15" "R2"
"3811" 2634682 "35786" "No" "GFP" "Control" "Chr3" "2022-06-15" "10mM" 50 0 0 "2022-06-26" "2022-07-09" "2022-07-15" "R2"
"3812" 2634682 "35786" "No" "GFP" "Control" "Chr3" "2022-06-15" "10mM" 50 0 0 "2022-06-27" "2022-07-09" "2022-07-15" "R2"
"3813" 2634682 "35786" "No" "GFP" "Control" "Chr3" "2022-06-15" "10mM" 50 1 2 "2022-06-28" "2022-07-09" "2022-07-15" "R2"
"3814" 2634682 "35786" "No" "GFP" "Control" "Chr3" "2022-06-15" "10mM" 50 0 2 "2022-06-29" "2022-07-09" "2022-07-15" "R2"
